Source,Target,Weight,Direction of correlation,Correlation P-value,PD-associated
Bifidobacterium_dentium,Eubacterium_sulci,0.0841,-,0.048,Yes
Bifidobacterium_dentium,Mogibacterium_diversum,0.1155,+,0.026,Yes
Bifidobacterium_dentium,Clostridiales_bacterium_CHKCI001,0.0675,-,0.007,Yes
Bifidobacterium_dentium,Clostridiales_bacterium_CHKCI006,0.0703,-,0.031,Yes
Bifidobacterium_dentium,Eubacterium_hallii,0.1741,-,0.001,Yes
Bifidobacterium_dentium,Eubacterium_ramulus,0.1359,-,0.027,Yes
Bifidobacterium_dentium,Anaerostipes_caccae,0.157,+,0.006,Yes
Bifidobacterium_dentium,Anaerostipes_hadrus,0.1486,-,0.02,Yes
Bifidobacterium_dentium,Anaerostipes_sp_494a,0.0729,-,0.03,Yes
Bifidobacterium_dentium,Anaerotignum_lactatifermentans,0.1309,-,0.042,Yes
Bifidobacterium_dentium,Blautia_coccoides,0.1695,+,0.004,Yes
Bifidobacterium_dentium,Blautia_sp_N6H1_15,0.1458,+,0.013,Yes
Bifidobacterium_dentium,Butyrivibrio_crossotus,0.1124,-,0.029,Yes
Bifidobacterium_dentium,Eisenbergiella_tayi,0.1645,+,0.009,Yes
Bifidobacterium_dentium,Clostridium_saccharolyticum,0.1224,-,0.04,Yes
Bifidobacterium_dentium,Lachnoclostridium_sp_An118,0.1084,+,0.016,Yes
Bifidobacterium_dentium,Roseburia_inulinivorans,0.1274,-,0.049,Yes
Bifidobacterium_dentium,Peptococcus_niger,0.0687,-,0.048,Yes
Bifidobacterium_dentium,Peptostreptococcus_anaerobius,0.0785,-,0.042,Yes
Bifidobacterium_dentium,Anaeromassilibacillus_sp_An172,0.0797,-,0.042,Yes
Bifidobacterium_dentium,Anaerotruncus_sp_CAG_528,0.0954,-,0.036,Yes
Bifidobacterium_dentium,Flavonifractor_plautii,0.1594,-,0.015,Yes
Bifidobacterium_dentium,Gemmiger_sp_An120,0.0602,-,0.039,Yes
Bifidobacterium_dentium,Ruminococcus_bicirculans,0.1376,-,0.036,Yes
Bifidobacterium_dentium,Ruminococcus_sp_CAG_330,0.0937,-,0.046,Yes
Bifidobacterium_dentium,Ruminococcus_sp_CAG_403,0.1019,-,0.047,Yes
Bifidobacterium_dentium,Ruminococcus_sp_CAG_488,0.08,-,0.016,Yes
Bifidobacterium_dentium,Ruminococcus_sp_CAG_563,0.0769,-,0.02,Yes
Bifidobacterium_dentium,Clostridium_innocuum,0.1406,+,0.019,Yes
Bifidobacterium_dentium,Massiliomicrobiota_timonensis,0.1206,-,0.012,Yes
Bifidobacterium_dentium,Firmicutes_bacterium_CAG_238,0.0684,-,0.025,Yes
Bifidobacterium_dentium,Firmicutes_bacterium_CAG_95,0.1253,-,0.02,Yes
Bifidobacterium_dentium,Phascolarctobacterium_succinatutens,0.1434,-,0.011,Yes
Bifidobacterium_dentium,Megamonas_funiformis_CAG_377,0.1064,-,0.034,Yes
Bifidobacterium_dentium,Mitsuokella_jalaludinii,0.0731,-,0.019,Yes
Bifidobacterium_dentium,Mitsuokella_multacida,0.0556,-,0.031,Yes
Bifidobacterium_dentium,Megasphaera_elsdenii,0.0975,-,0.042,Yes
Bifidobacterium_dentium,Veillonella_parvula,0.1288,+,0.027,Yes
Bifidobacterium_dentium,Fusobacterium_naviforme,0.0644,-,0.047,Yes
Bifidobacterium_dentium,Oligella_urethralis,0.0693,-,0.016,Yes
Bifidobacterium_dentium,Lautropia_mirabilis,0.068,-,0.013,Yes
Bifidobacterium_dentium,Comamonas_kerstersii,0.065,-,0.018,Yes
Bifidobacterium_dentium,Campylobacter_concisus,0.0571,-,0.039,Yes
Bifidobacterium_dentium,Campylobacter_hominis,0.0741,-,0.02,Yes
Bifidobacterium_dentium,Aeromonas_allosaccharophila,0.0774,-,0.01,Yes
Bifidobacterium_dentium,Anaerobiospirillum_thomasii,0.0692,-,0.012,Yes
Bifidobacterium_dentium,Succinatimonas_hippei,0.0559,-,0.049,Yes
Bifidobacterium_dentium,Citrobacter_koseri,0.0783,-,0.015,Yes
Bifidobacterium_dentium,Klebsiella_michiganensis,0.0966,+,0.023,Yes
Bifidobacterium_dentium,Aggregatibacter_segnis,0.0645,-,0.031,Yes
Bifidobacterium_dentium,Haemophilus_parainfluenzae,0.1458,+,0.015,Yes
Bifidobacterium_dentium,Pseudomonas_fragi,0.0752,-,0.015,Yes
Bifidobacterium_dentium,Fretibacterium_fastidiosum,0.0671,-,0.008,Yes
Bifidobacterium_dentium,Pyramidobacter_piscolens,0.1385,+,0.008,Yes
Bifidobacterium_dentium,Blastocystis_sp_subtype_1,0.065,-,0.032,Yes
Bifidobacterium_gallinarum,Bifidobacterium_pseudolongum,0.0567,+,0.047,Yes
Bifidobacterium_gallinarum,Bifidobacterium_pullorum,0.4101,+,0.001,Yes
Bifidobacterium_gallinarum,Bifidobacterium_saeculare,0.2592,+,0.001,Yes
Bifidobacterium_gallinarum,Gardnerella_vaginalis,0.0925,+,0.037,Yes
Bifidobacterium_gallinarum,Scardovia_inopinata,0.187,+,0.001,Yes
Bifidobacterium_gallinarum,Scardovia_wiggsiae,0.1199,+,0.011,Yes
Bifidobacterium_gallinarum,Rothia_mucilaginosa,0.1195,-,0.007,Yes
Bifidobacterium_gallinarum,Propionibacterium_acidifaciens,0.1528,+,0.001,Yes
Bifidobacterium_gallinarum,Atopobium_parvulum,0.0366,+,0.022,Yes
Bifidobacterium_gallinarum,Atopobium_vaginae,0.1181,+,0.016,Yes
Bifidobacterium_gallinarum,Olsenella_uli,0.0782,+,0.036,Yes
Bifidobacterium_gallinarum,Collinsella_intestinalis,0.129,+,0.005,Yes
Bifidobacterium_gallinarum,Bacteroides_coprophilus,0.0292,+,0.047,Yes
Bifidobacterium_gallinarum,Bacteroides_ovatus,0.0919,-,0.03,Yes
Bifidobacterium_gallinarum,Bacteroides_sp_CAG_530,0.0215,+,0.042,Yes
Bifidobacterium_gallinarum,Bacteroides_stercoris,0.1357,-,0.005,Yes
Bifidobacterium_gallinarum,Bacteroides_thetaiotaomicron,0.0929,-,0.03,Yes
Bifidobacterium_gallinarum,Bacteroides_uniformis,0.1652,-,0.004,Yes
Bifidobacterium_gallinarum,Barnesiella_viscericola,0.027,+,0.037,Yes
Bifidobacterium_gallinarum,Coprobacter_fastidiosus,0.0943,-,0.032,Yes
Bifidobacterium_gallinarum,Dysgonomonas_gadei,0.0315,+,0.024,Yes
Bifidobacterium_gallinarum,Muribaculum_intestinale,0.0285,+,0.026,Yes
Bifidobacterium_gallinarum,Porphyromonas_asaccharolytica,0.0913,+,0.03,Yes
Bifidobacterium_gallinarum,Porphyromonas_sp_HMSC065F10,0.1158,+,0.015,Yes
Bifidobacterium_gallinarum,Porphyromonas_uenonis,0.1085,+,0.02,Yes
Bifidobacterium_gallinarum,Sanguibacteroides_justesenii,0.0387,+,0.026,Yes
Bifidobacterium_gallinarum,Prevotella_bivia,0.1151,+,0.013,Yes
Bifidobacterium_gallinarum,Prevotella_buccae,0.0313,+,0.029,Yes
Bifidobacterium_gallinarum,Prevotella_buccalis,0.1055,+,0.007,Yes
Bifidobacterium_gallinarum,Prevotella_sp_CAG_5226,0.0296,+,0.024,Yes
Bifidobacterium_gallinarum,Alistipes_indistinctus,0.1115,-,0.008,Yes
Bifidobacterium_gallinarum,Alistipes_putredinis,0.1458,-,0.003,Yes
Bifidobacterium_gallinarum,Alistipes_shahii,0.0941,-,0.036,Yes
Bifidobacterium_gallinarum,Alistipes_sp_An31A,0.0323,+,0.027,Yes
Bifidobacterium_gallinarum,Parabacteroides_merdae,0.0941,-,0.027,Yes
Bifidobacterium_gallinarum,Parabacteroides_sp_426_9,0.036,+,0.017,Yes
Bifidobacterium_gallinarum,Bacillus_coagulans,0.0302,+,0.04,Yes
Bifidobacterium_gallinarum,Granulicatella_elegans,0.0303,+,0.021,Yes
Bifidobacterium_gallinarum,Enterococcus_avium,0.0309,+,0.017,Yes
Bifidobacterium_gallinarum,Enterococcus_raffinosus,0.0337,+,0.021,Yes
Bifidobacterium_gallinarum,Lactobacillus_acidophilus,0.0266,+,0.025,Yes
Bifidobacterium_gallinarum,Lactobacillus_crispatus,0.1719,+,0.001,Yes
Bifidobacterium_gallinarum,Lactobacillus_gasseri,0.1032,+,0.029,Yes
Bifidobacterium_gallinarum,Lactobacillus_helveticus,0.0263,+,0.043,Yes
Bifidobacterium_gallinarum,Lactobacillus_oris,0.1858,+,0.001,Yes
Bifidobacterium_gallinarum,Lactobacillus_paragasseri,0.1012,+,0.038,Yes
Bifidobacterium_gallinarum,Lactobacillus_pentosus,0.0296,+,0.021,Yes
Bifidobacterium_gallinarum,Lactococcus_lactis,0.1033,+,0.021,Yes
Bifidobacterium_gallinarum,Streptococcus_anginosus_group,0.1321,+,0.014,Yes
Bifidobacterium_gallinarum,Streptococcus_infantarius,0.0258,+,0.034,Yes
Bifidobacterium_gallinarum,Streptococcus_milleri,0.1966,+,0.001,Yes
Bifidobacterium_gallinarum,Streptococcus_mutans,0.1072,+,0.024,Yes
Bifidobacterium_gallinarum,Streptococcus_sobrinus,0.0282,+,0.025,Yes
Bifidobacterium_gallinarum,Streptococcus_viridans,0.0275,+,0.022,Yes
Bifidobacterium_gallinarum,Christensenella_minuta,0.1717,+,0.001,Yes
Bifidobacterium_gallinarum,Clostridium_butyricum,0.0413,+,0.024,Yes
Bifidobacterium_gallinarum,Clostridium_cadaveris,0.0307,+,0.021,Yes
Bifidobacterium_gallinarum,Clostridium_sp_CAG_632,0.0268,+,0.022,Yes
Bifidobacterium_gallinarum,Clostridium_sp_CAG_964,0.0238,-,0.044,Yes
Bifidobacterium_gallinarum,Clostridium_sp_D5,0.1333,+,0.007,Yes
Bifidobacterium_gallinarum,Clostridium_ventriculi,0.0224,+,0.039,Yes
Bifidobacterium_gallinarum,Eubacterium_callanderi,0.1844,+,0.003,Yes
Bifidobacterium_gallinarum,Eubacterium_dolichum_CAG_375,0.0912,+,0.04,Yes
Bifidobacterium_gallinarum,Eubacterium_eligens,0.1484,-,0.001,Yes
Bifidobacterium_gallinarum,Eubacterium_sp_CAG_38,0.1126,-,0.008,Yes
Bifidobacterium_gallinarum,Anaerosporobacter_mobilis,0.025,+,0.031,Yes
Bifidobacterium_gallinarum,Blautia_producta,0.1511,+,0.001,Yes
Bifidobacterium_gallinarum,Blautia_sp_CAG_257,0.1143,+,0.014,Yes
Bifidobacterium_gallinarum,Blautia_sp_N6H1_15,0.1147,+,0.024,Yes
Bifidobacterium_gallinarum,Coprococcus_comes,0.118,-,0.005,Yes
Bifidobacterium_gallinarum,Dorea_formicigenerans,0.0967,-,0.022,Yes
Bifidobacterium_gallinarum,Dorea_longicatena,0.0914,-,0.045,Yes
Bifidobacterium_gallinarum,Dorea_sp_D27,0.0353,+,0.02,Yes
Bifidobacterium_gallinarum,Eisenbergiella_massiliensis,0.0965,+,0.021,Yes
Bifidobacterium_gallinarum,Fusicatenibacter_saccharivorans,0.0921,-,0.039,Yes
Bifidobacterium_gallinarum,Clostridium_aldenense,0.0961,+,0.025,Yes
Bifidobacterium_gallinarum,Clostridium_clostridioforme,0.1103,+,0.01,Yes
Bifidobacterium_gallinarum,Robinsoniella_sp_RHS,0.0262,+,0.028,Yes
Bifidobacterium_gallinarum,Roseburia_faecis,0.1051,-,0.009,Yes
Bifidobacterium_gallinarum,Roseburia_hominis,0.094,-,0.041,Yes
Bifidobacterium_gallinarum,Sellimonas_intestinalis,0.1269,+,0.005,Yes
Bifidobacterium_gallinarum,Tyzzerella_nexilis,0.1448,+,0.002,Yes
Bifidobacterium_gallinarum,Oscillibacter_sp_57_20,0.1328,-,0.004,Yes
Bifidobacterium_gallinarum,Clostridioides_difficile,0.0215,+,0.046,Yes
Bifidobacterium_gallinarum,Peptostreptococcus_stomatis,0.105,+,0.015,Yes
Bifidobacterium_gallinarum,Pseudoflavonifractor_sp_An184,0.0829,+,0.047,Yes
Bifidobacterium_gallinarum,Ruminococcus_bicirculans,0.1055,-,0.016,Yes
Bifidobacterium_gallinarum,Ruminococcus_lactaris,0.1083,-,0.015,Yes
Bifidobacterium_gallinarum,Ruminococcus_sp_CAG_488,0.037,+,0.047,Yes
Bifidobacterium_gallinarum,Absiella_dolichum,0.0844,+,0.043,Yes
Bifidobacterium_gallinarum,Catenibacterium_mitsuokai,0.1566,+,0.005,Yes
Bifidobacterium_gallinarum,Dielma_fastidiosa,0.0925,+,0.033,Yes
Bifidobacterium_gallinarum,Clostridium_innocuum,0.1314,+,0.004,Yes
Bifidobacterium_gallinarum,Firmicutes_bacterium_CAG_238,0.0256,+,0.027,Yes
Bifidobacterium_gallinarum,Megamonas_funiformis,0.2012,+,0.002,Yes
Bifidobacterium_gallinarum,Megamonas_funiformis_CAG_377,0.2381,+,0.001,Yes
Bifidobacterium_gallinarum,Megamonas_hypermegale,0.1772,+,0.004,Yes
Bifidobacterium_gallinarum,Mitsuokella_jalaludinii,0.0298,+,0.021,Yes
Bifidobacterium_gallinarum,Megasphaera_sp_DISK_18,0.2136,+,0.001,Yes
Bifidobacterium_gallinarum,Megasphaera_stantonii,0.0231,+,0.039,Yes
Bifidobacterium_gallinarum,Veillonella_sp_CAG_933,0.0302,+,0.041,Yes
Bifidobacterium_gallinarum,Peptoniphilus_harei,0.0296,+,0.018,Yes
Bifidobacterium_gallinarum,Fusobacterium_naviforme,0.1461,+,0.011,Yes
Bifidobacterium_gallinarum,Fusobacterium_nucleatum,0.0266,+,0.022,Yes
Bifidobacterium_gallinarum,Comamonas_kerstersii,0.0234,+,0.033,Yes
Bifidobacterium_gallinarum,Parasutterella_excrementihominis,0.0969,-,0.019,Yes
Bifidobacterium_gallinarum,Sutterella_parvirubra,0.0787,+,0.049,Yes
Bifidobacterium_gallinarum,Campylobacter_concisus,0.0316,+,0.023,Yes
Bifidobacterium_gallinarum,Campylobacter_hominis,0.1222,+,0.003,Yes
Bifidobacterium_gallinarum,Aeromonas_allosaccharophila,0.0428,+,0.023,Yes
Bifidobacterium_gallinarum,Aeromonas_veronii,0.0212,+,0.047,Yes
Bifidobacterium_gallinarum,Anaerobiospirillum_thomasii,0.0242,+,0.025,Yes
Bifidobacterium_gallinarum,Succinatimonas_hippei,0.0356,+,0.018,Yes
Bifidobacterium_gallinarum,Citrobacter_amalonaticus,0.0477,+,0.043,Yes
Bifidobacterium_gallinarum,Citrobacter_pasteurii,0.0295,+,0.018,Yes
Bifidobacterium_gallinarum,Citrobacter_portucalensis,0.026,+,0.032,Yes
Bifidobacterium_gallinarum,Klebsiella_michiganensis,0.1398,+,0.006,Yes
Bifidobacterium_gallinarum,Pluralibacter_gergoviae,0.0259,+,0.037,Yes
Bifidobacterium_gallinarum,Morganella_morganii,0.0286,+,0.027,Yes
Bifidobacterium_gallinarum,Cloacibacillus_evryensis,0.0918,-,0.026,Yes
Bifidobacterium_gallinarum,Pyramidobacter_piscolens,0.1828,+,0.003,Yes
Bifidobacterium_gallinarum,Pyramidobacter_sp_C12_8,0.175,+,0.001,Yes
Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,0.238,+,0.001,Yes
Bifidobacterium_longum,Atopobium_deltae,0.1228,-,0.004,Yes
Bifidobacterium_longum,Bacteroides_cellulosilyticus,0.2391,-,0.001,Yes
Bifidobacterium_longum,Bacteroides_faecis,0.1356,-,0.032,Yes
Bifidobacterium_longum,Bacteroides_faecis_CAG_32,0.1486,-,0.012,Yes
Bifidobacterium_longum,Bacteroides_galacturonicus,0.1204,-,0.041,Yes
Bifidobacterium_longum,Bacteroides_salyersiae,0.1274,-,0.036,Yes
Bifidobacterium_longum,Bacteroides_sartorii,0.0757,-,0.042,Yes
Bifidobacterium_longum,Bacteroides_uniformis,0.133,-,0.046,Yes
Bifidobacterium_longum,Bacteroides_xylanisolvens,0.1699,-,0.005,Yes
Bifidobacterium_longum,Butyricimonas_synergistica,0.144,-,0.023,Yes
Bifidobacterium_longum,Alistipes_timonensis,0.1454,-,0.006,Yes
Bifidobacterium_longum,Parabacteroides_goldsteinii,0.1498,-,0.016,Yes
Bifidobacterium_longum,Leuconostoc_citreum,0.0726,-,0.045,Yes
Bifidobacterium_longum,Streptococcus_infantis,0.1255,+,0.029,Yes
Bifidobacterium_longum,Intestinimonas_butyriciproducens,0.1255,-,0.045,Yes
Bifidobacterium_longum,Dorea_sp_CAG_317,0.1623,-,0.012,Yes
Bifidobacterium_longum,Fusicatenibacter_saccharivorans,0.1393,+,0.032,Yes
Bifidobacterium_longum,Clostridium_asparagiforme,0.1328,-,0.039,Yes
Bifidobacterium_longum,Clostridium_bolteae,0.1686,-,0.006,Yes
Bifidobacterium_longum,Lachnoclostridium_sp_An118,0.1152,+,0.011,Yes
Bifidobacterium_longum,Eubacterium_rectale,0.1278,+,0.042,Yes
Bifidobacterium_longum,Roseburia_sp_CAG_471,0.1316,-,0.031,Yes
Bifidobacterium_longum,Intestinibacter_bartlettii,0.1557,+,0.012,Yes
Bifidobacterium_longum,Harryflintia_acetispora,0.1435,-,0.023,Yes
Bifidobacterium_longum,Ruminococcaceae_bacterium_D5,0.1362,-,0.028,Yes
Bifidobacterium_longum,Clostridium_spiroforme,0.177,+,0.003,Yes
Bifidobacterium_longum,Turicibacter_sanguinis,0.142,+,0.013,Yes
Bifidobacterium_longum,Phascolarctobacterium_faecium,0.1412,-,0.023,Yes
Bifidobacterium_longum,Veillonella_infantium,0.1224,+,0.031,Yes
Bifidobacterium_longum,Hafnia_paralvei,0.0775,-,0.04,Yes
Bifidobacterium_pseudocatenulatum,Collinsella_massiliensis,0.1311,+,0.035,Yes
Bifidobacterium_pseudocatenulatum,Bacteroides_faecis_CAG_32,0.1363,-,0.019,Yes
Bifidobacterium_pseudocatenulatum,Bacteroides_vulgatus,0.1732,+,0.006,No
Bifidobacterium_pseudocatenulatum,Odoribacter_laneus,0.1193,+,0.042,No
Bifidobacterium_pseudocatenulatum,Prevotella_corporis,0.1128,+,0.033,No
Bifidobacterium_pseudocatenulatum,Prevotella_sp_CAG_1185,0.0989,-,0.045,No
Bifidobacterium_pseudocatenulatum,Enterococcus_avium,0.0858,+,0.009,Yes
Bifidobacterium_pseudocatenulatum,Enterococcus_gallinarum,0.0924,+,0.012,No
Bifidobacterium_pseudocatenulatum,Lactobacillus_rhamnosus,0.1335,-,0.024,Yes
Bifidobacterium_pseudocatenulatum,Streptococcus_anginosus_group,0.1409,-,0.015,Yes
Bifidobacterium_pseudocatenulatum,Streptococcus_vestibularis,0.1257,-,0.035,Yes
Bifidobacterium_pseudocatenulatum,Hungatella_hathewayi,0.1266,+,0.039,Yes
Bifidobacterium_pseudocatenulatum,Lactonifactor_longoviformis,0.1302,-,0.018,No
Bifidobacterium_pseudocatenulatum,Anaerofustis_stercorihominis,0.1378,+,0.017,No
Bifidobacterium_pseudocatenulatum,Anaerosporobacter_mobilis,0.0538,+,0.026,No
Bifidobacterium_pseudocatenulatum,Anaerostipes_hadrus,0.1471,+,0.011,Yes
Bifidobacterium_pseudocatenulatum,Blautia_hydrogenotrophica,0.1463,+,0.024,No
Bifidobacterium_pseudocatenulatum,Blautia_obeum,0.1406,-,0.022,No
Bifidobacterium_pseudocatenulatum,Robinsoniella_sp_RHS,0.0757,+,0.03,No
Bifidobacterium_pseudocatenulatum,Intestinibacter_bartlettii,0.1396,+,0.017,No
Bifidobacterium_pseudocatenulatum,Romboutsia_ilealis,0.1026,+,0.025,No
Bifidobacterium_pseudocatenulatum,Erysipelothrix_larvae,0.0867,+,0.023,No
Bifidobacterium_pseudocatenulatum,Fusobacterium_nucleatum,0.0927,+,0.017,No
Bifidobacterium_pseudocatenulatum,Fusobacterium_sp_CAG_439,0.0904,+,0.042,No
Bifidobacterium_pseudocatenulatum,Citrobacter_farmeri,0.0921,+,0.006,No
Bifidobacterium_pseudocatenulatum,Klebsiella_aerogenes,0.0847,-,0.049,No
Bifidobacterium_pseudocatenulatum,Proteobacteria_bacterium_CAG_139,0.1338,+,0.03,No
Bifidobacterium_pseudolongum,Bifidobacterium_saeculare,0.0541,+,0.042,Yes
Bifidobacterium_pseudolongum,Bifidobacterium_scardovii,0.054,+,0.014,No
Bifidobacterium_pseudolongum,Gardnerella_vaginalis,0.0735,+,0.023,No
Bifidobacterium_pseudolongum,Parascardovia_denticolens,0.0889,+,0.015,No
Bifidobacterium_pseudolongum,Scardovia_inopinata,0.0887,+,0.009,No
Bifidobacterium_pseudolongum,Scardovia_wiggsiae,0.0765,+,0.049,Yes
Bifidobacterium_pseudolongum,Corynebacterium_argentoratense,0.0718,+,0.026,No
Bifidobacterium_pseudolongum,Corynebacterium_coyleae,0.062,+,0.011,No
Bifidobacterium_pseudolongum,Corynebacterium_durum,0.0917,+,0.013,No
Bifidobacterium_pseudolongum,Corynebacterium_frankenforstense,0.0824,+,0.008,No
Bifidobacterium_pseudolongum,Corynebacterium_nuruki,0.0739,+,0.01,No
Bifidobacterium_pseudolongum,Propionibacterium_acidifaciens,0.0745,+,0.024,No
Bifidobacterium_pseudolongum,Atopobium_deltae,0.0632,+,0.028,No
Bifidobacterium_pseudolongum,Atopobium_parvulum,0.0957,+,0.012,No
Bifidobacterium_pseudolongum,Atopobium_rimae,0.0826,+,0.013,No
Bifidobacterium_pseudolongum,Atopobium_vaginae,0.0585,+,0.029,No
Bifidobacterium_pseudolongum,Olsenella_profusa,0.0876,+,0.004,No
Bifidobacterium_pseudolongum,Olsenella_uli,0.0606,+,0.014,No
Bifidobacterium_pseudolongum,Adlercreutzia_equolifaciens,0.1548,-,0.002,No
Bifidobacterium_pseudolongum,Asaccharobacter_celatus,0.1558,-,0.002,No
Bifidobacterium_pseudolongum,Denitrobacterium_detoxificans,0.0965,+,0.014,No
Bifidobacterium_pseudolongum,Enterorhabdus_caecimuris,0.0801,-,0.025,No
Bifidobacterium_pseudolongum,Gordonibacter_pamelaeae,0.1276,-,0.01,No
Bifidobacterium_pseudolongum,Bacteroides_caccae,0.0852,-,0.031,No
Bifidobacterium_pseudolongum,Bacteroides_cellulosilyticus,0.0776,-,0.049,No
Bifidobacterium_pseudolongum,Bacteroides_coprophilus,0.0905,+,0.018,No
Bifidobacterium_pseudolongum,Bacteroides_finegoldii,0.078,-,0.049,No
Bifidobacterium_pseudolongum,Bacteroides_massiliensis,0.0744,-,0.046,No
Bifidobacterium_pseudolongum,Bacteroides_ovatus,0.1122,-,0.009,No
Bifidobacterium_pseudolongum,Bacteroides_sartorii,0.0706,+,0.016,No
Bifidobacterium_pseudolongum,Bacteroides_sp_CAG_530,0.0919,+,0.015,No
Bifidobacterium_pseudolongum,Bacteroides_sp_D2,0.0887,+,0.024,No
Bifidobacterium_pseudolongum,Bacteroides_stercorirosoris,0.0701,+,0.015,No
Bifidobacterium_pseudolongum,Bacteroides_stercoris,0.1102,-,0.006,No
Bifidobacterium_pseudolongum,Bacteroides_thetaiotaomicron,0.1217,-,0.003,No
Bifidobacterium_pseudolongum,Bacteroides_uniformis,0.1783,-,0.003,No
Bifidobacterium_pseudolongum,Bacteroides_vulgatus,0.1229,-,0.021,No
Bifidobacterium_pseudolongum,Barnesiella_intestinihominis,0.0788,-,0.043,No
Bifidobacterium_pseudolongum,Barnesiella_viscericola,0.0782,+,0.008,No
Bifidobacterium_pseudolongum,Dysgonomonas_gadei,0.1049,+,0.007,No
Bifidobacterium_pseudolongum,Muribaculum_intestinale,0.0874,+,0.012,No
Bifidobacterium_pseudolongum,Butyricimonas_virosa,0.0992,-,0.009,No
Bifidobacterium_pseudolongum,Odoribacter_splanchnicus,0.1353,-,0.002,No
Bifidobacterium_pseudolongum,Porphyromonas_sp_HMSC065F10,0.0699,+,0.022,No
Bifidobacterium_pseudolongum,Porphyromonas_uenonis,0.0812,+,0.015,No
Bifidobacterium_pseudolongum,Sanguibacteroides_justesenii,0.0784,+,0.011,No
Bifidobacterium_pseudolongum,Prevotella_buccae,0.0935,+,0.007,No
Bifidobacterium_pseudolongum,Prevotella_buccalis,0.0704,+,0.031,No
Bifidobacterium_pseudolongum,Prevotella_disiens,0.083,+,0.035,No
Bifidobacterium_pseudolongum,Prevotella_sp_885,0.092,+,0.017,No
Bifidobacterium_pseudolongum,Prevotella_sp_AM42_24,0.0302,+,0.04,No
Bifidobacterium_pseudolongum,Prevotella_sp_CAG_1320,0.0709,+,0.007,No
Bifidobacterium_pseudolongum,Prevotella_sp_CAG_520,0.0634,+,0.022,No
Bifidobacterium_pseudolongum,Prevotella_sp_CAG_5226,0.0895,+,0.015,No
Bifidobacterium_pseudolongum,Prevotella_sp_CAG_873,0.0882,+,0.006,No
Bifidobacterium_pseudolongum,Prevotella_sp_CAG_891,0.0334,+,0.039,No
Bifidobacterium_pseudolongum,Alistipes_finegoldii,0.1524,-,0.002,Yes
Bifidobacterium_pseudolongum,Alistipes_putredinis,0.1898,-,0.001,No
Bifidobacterium_pseudolongum,Alistipes_shahii,0.1435,-,0.001,No
Bifidobacterium_pseudolongum,Alistipes_sp_An31A,0.1047,+,0.006,No
Bifidobacterium_pseudolongum,Alistipes_sp_An66,0.091,+,0.004,No
Bifidobacterium_pseudolongum,Alistipes_sp_CAG_831,0.0652,+,0.035,No
Bifidobacterium_pseudolongum,Parabacteroides_distasonis,0.1807,-,0.001,Yes
Bifidobacterium_pseudolongum,Parabacteroides_merdae,0.1314,-,0.002,No
Bifidobacterium_pseudolongum,Parabacteroides_sp_426_9,0.0886,+,0.005,No
Bifidobacterium_pseudolongum,Candidatus_Gastranaerophilales_bacterium,0.0823,+,0.014,No
Bifidobacterium_pseudolongum,Bacillus_coagulans,0.1055,+,0.01,No
Bifidobacterium_pseudolongum,Bacillus_horneckiae,0.0945,+,0.005,No
Bifidobacterium_pseudolongum,Gemella_haemolysans,0.1822,+,0.001,No
Bifidobacterium_pseudolongum,Staphylococcus_aureus,0.1026,+,0.012,No
Bifidobacterium_pseudolongum,Staphylococcus_epidermidis,0.0855,+,0.014,No
Bifidobacterium_pseudolongum,Granulicatella_elegans,0.0866,+,0.006,No
Bifidobacterium_pseudolongum,Enterococcus_avium,0.087,+,0.009,Yes
Bifidobacterium_pseudolongum,Enterococcus_casseliflavus,0.0842,+,0.011,No
Bifidobacterium_pseudolongum,Enterococcus_faecium,0.2467,+,0.001,Yes
Bifidobacterium_pseudolongum,Enterococcus_gallinarum,0.0806,+,0.012,No
Bifidobacterium_pseudolongum,Enterococcus_raffinosus,0.0933,+,0.009,No
Bifidobacterium_pseudolongum,Lactobacillus_acidophilus,0.0936,+,0.008,No
Bifidobacterium_pseudolongum,Lactobacillus_algidus,0.0797,+,0.017,No
Bifidobacterium_pseudolongum,Lactobacillus_amylovorus,0.0896,+,0.01,No
Bifidobacterium_pseudolongum,Lactobacillus_crispatus,0.0738,+,0.01,No
Bifidobacterium_pseudolongum,Lactobacillus_delbrueckii,0.0597,+,0.048,No
Bifidobacterium_pseudolongum,Lactobacillus_farciminis,0.0821,+,0.004,No
